JRz485_2_afterdeh , 4.11.2023, 20:30
Fixed value(s) :  AC Volt  [Vrms]=1.0000e+00  
 Freq. [Hz]	 Temp. [C]	 Modulus'  	 Modulus''  	 Eps'    	 Eps''   	 Sig' [S/cm]	 Sig'' [S/cm]	Tan(Delta)  	Tan(Phi)  
8.05800e+02	1.85000e+02	5.92718e-06	2.42882e-04	1.00415e+02	4.11478e+03	1.84460e-06	4.45666e-08	4.09776e+01	-2.44036e-02
6.22940e+02	1.85000e+02	4.16408e-06	1.88315e-04	1.17364e+02	5.30765e+03	1.83941e-06	4.03269e-08	4.52237e+01	-2.21123e-02
4.81580e+02	1.85000e+02	2.99520e-06	1.45969e-04	1.40514e+02	6.84786e+03	1.83465e-06	3.73779e-08	4.87344e+01	-2.05194e-02
3.72300e+02	1.85000e+02	2.24725e-06	1.13485e-04	1.74423e+02	8.80829e+03	1.82437e-06	3.59194e-08	5.04995e+01	-1.98022e-02
2.87820e+02	1.85000e+02	1.69095e-06	8.79166e-05	2.18690e+02	1.13702e+04	1.82062e-06	3.48569e-08	5.19924e+01	-1.92336e-02
2.22500e+02	1.85000e+02	1.30691e-06	6.81213e-05	2.81526e+02	1.46743e+04	1.81642e-06	3.47242e-08	5.21241e+01	-1.91850e-02
1.72010e+02	1.85000e+02	1.03206e-06	5.27727e-05	3.70441e+02	1.89419e+04	1.81262e-06	3.53531e-08	5.11335e+01	-1.95567e-02
1.32980e+02	1.85000e+02	8.31555e-07	4.09095e-05	4.96665e+02	2.44341e+04	1.80764e-06	3.66694e-08	4.91964e+01	-2.03267e-02
1.02800e+02	1.85000e+02	6.81193e-07	3.17139e-05	6.76973e+02	3.15174e+04	1.80249e-06	3.86591e-08	4.65564e+01	-2.14793e-02
7.94740e+01	1.85000e+02	5.65493e-07	2.45756e-05	9.35811e+02	4.06692e+04	1.79812e-06	4.13312e-08	4.34588e+01	-2.30103e-02
6.14400e+01	1.85000e+02	4.74585e-07	1.90522e-05	1.30664e+03	5.24550e+04	1.79294e-06	4.46277e-08	4.01449e+01	-2.49098e-02
4.74970e+01	1.85000e+02	4.01755e-07	1.47696e-05	1.84036e+03	6.76566e+04	1.78775e-06	4.86030e-08	3.67626e+01	-2.72015e-02
3.67190e+01	1.85000e+02	3.42311e-07	1.14569e-05	2.60553e+03	8.72056e+04	1.78141e-06	5.32047e-08	3.34694e+01	-2.98781e-02
2.83870e+01	1.85000e+02	2.93330e-07	8.89036e-06	3.70719e+03	1.12359e+05	1.77442e-06	5.85297e-08	3.03084e+01	-3.29941e-02
2.19450e+01	1.85000e+02	2.52459e-07	6.90510e-06	5.28775e+03	1.44627e+05	1.76569e-06	6.45436e-08	2.73514e+01	-3.65612e-02
1.69650e+01	1.85000e+02	2.18039e-07	5.36306e-06	7.56819e+03	1.86153e+05	1.75693e-06	7.14197e-08	2.45968e+01	-4.06557e-02
1.31150e+01	1.85000e+02	1.88991e-07	4.16911e-06	1.08508e+04	2.39367e+05	1.74648e-06	7.91624e-08	2.20599e+01	-4.53311e-02
1.01390e+01	1.85000e+02	1.64393e-07	3.24497e-06	1.55721e+04	3.07380e+05	1.73381e-06	8.78303e-08	1.97391e+01	-5.06607e-02
7.83830e+00	1.85000e+02	1.43333e-07	2.52628e-06	2.23864e+04	3.94568e+05	1.72057e-06	9.76150e-08	1.76253e+01	-5.67365e-02
6.05960e+00	1.85000e+02	1.25522e-07	1.96899e-06	3.22459e+04	5.05820e+05	1.70518e-06	1.08701e-07	1.56863e+01	-6.37498e-02
4.68460e+00	1.85000e+02	1.10033e-07	1.53738e-06	4.63169e+04	6.47141e+05	1.68656e-06	1.20707e-07	1.39720e+01	-7.15716e-02
3.62150e+00	1.85000e+02	9.63164e-08	1.20037e-06	6.64180e+04	8.27750e+05	1.66770e-06	1.33812e-07	1.24627e+01	-8.02392e-02
2.79970e+00	1.85000e+02	8.43319e-08	9.37857e-07	9.51089e+04	1.05771e+06	1.64743e-06	1.48135e-07	1.11210e+01	-8.99198e-02
2.16440e+00	1.85000e+02	7.38594e-08	7.34201e-07	1.35645e+05	1.34838e+06	1.62360e-06	1.63330e-07	9.94052e+00	-1.00598e-01
1.67320e+00	1.85000e+02	6.46923e-08	5.75458e-07	1.92918e+05	1.71606e+06	1.59738e-06	1.79575e-07	8.89530e+00	-1.12419e-01
1.29350e+00	1.85000e+02	5.68215e-08	4.52148e-07	2.73620e+05	2.17728e+06	1.56679e-06	1.96898e-07	7.95733e+00	-1.25670e-01
1.00000e+00	1.85000e+02	4.97254e-08	3.56202e-07	3.84417e+05	2.75373e+06	1.53197e-06	2.13861e-07	7.16338e+00	-1.39599e-01
3.00000e+05	1.80000e+02	2.64974e-02	1.03133e-02	3.27745e+01	1.27565e+01	2.12903e-06	5.30309e-06	3.89221e-01	-2.56923e+00
2.31920e+05	1.80000e+02	2.45936e-02	1.14063e-02	3.34630e+01	1.55199e+01	2.00242e-06	4.18848e-06	4.63791e-01	-2.15614e+00
1.79290e+05	1.80000e+02	2.23128e-02	1.24152e-02	3.42221e+01	1.90418e+01	1.89930e-06	3.31369e-06	5.56418e-01	-1.79721e+00
1.38610e+05	1.80000e+02	1.96763e-02	1.32042e-02	3.50419e+01	2.35156e+01	1.81334e-06	2.62505e-06	6.71069e-01	-1.49016e+00
1.07150e+05	1.80000e+02	1.67661e-02	1.36253e-02	3.59209e+01	2.91919e+01	1.74014e-06	2.08164e-06	8.12672e-01	-1.23051e+00
8.28380e+04	1.80000e+02	1.37298e-02	1.35660e-02	3.68541e+01	3.64145e+01	1.67816e-06	1.65233e-06	9.88071e-01	-1.01207e+00
6.40400e+04	1.80000e+02	1.07909e-02	1.30215e-02	3.77301e+01	4.55294e+01	1.62208e-06	1.30859e-06	1.20671e+00	-8.28696e-01
4.95080e+04	1.80000e+02	8.08151e-03	1.19628e-02	3.87750e+01	5.73976e+01	1.58088e-06	1.04042e-06	1.48027e+00	-6.75551e-01
3.82730e+04	1.80000e+02	5.80168e-03	1.05588e-02	3.99710e+01	7.27452e+01	1.54891e-06	8.29780e-07	1.81995e+00	-5.49465e-01
2.95880e+04	1.80000e+02	4.02779e-03	9.03940e-03	4.11277e+01	9.23011e+01	1.51933e-06	6.60524e-07	2.24426e+00	-4.45582e-01
2.28740e+04	1.80000e+02	2.71540e-03	7.53264e-03	4.23527e+01	1.17488e+02	1.49508e-06	5.26229e-07	2.77404e+00	-3.60485e-01
1.76830e+04	1.80000e+02	1.78661e-03	6.14307e-03	4.36510e+01	1.50090e+02	1.47651e-06	4.19580e-07	3.43840e+00	-2.90833e-01
1.36710e+04	1.80000e+02	1.15810e-03	4.93711e-03	4.50339e+01	1.91984e+02	1.46014e-06	3.34901e-07	4.26310e+00	-2.34571e-01
1.05680e+04	1.80000e+02	7.42232e-04	3.92247e-03	4.65738e+01	2.46128e+02	1.44705e-06	2.67940e-07	5.28470e+00	-1.89226e-01
8.17010e+03	1.80000e+02	4.73127e-04	3.09577e-03	4.82407e+01	3.15649e+02	1.43470e-06	2.14720e-07	6.54321e+00	-1.52830e-01
6.31610e+03	1.80000e+02	3.00343e-04	2.42814e-03	5.01737e+01	4.05632e+02	1.42531e-06	1.72787e-07	8.08455e+00	-1.23693e-01
4.88290e+03	1.80000e+02	1.90760e-04	1.89921e-03	5.23578e+01	5.21275e+02	1.41604e-06	1.39513e-07	9.95602e+00	-1.00442e-01
3.77480e+03	1.80000e+02	1.21438e-04	1.48172e-03	5.49430e+01	6.70388e+02	1.40783e-06	1.13281e-07	1.22015e+01	-8.19571e-02
2.91820e+03	1.80000e+02	7.75729e-05	1.15305e-03	5.80835e+01	8.63358e+02	1.40164e-06	9.26733e-08	1.48641e+01	-6.72763e-02
2.25600e+03	1.80000e+02	4.98828e-05	8.96605e-04	6.18595e+01	1.11188e+03	1.39549e-06	7.63830e-08	1.79742e+01	-5.56352e-02
1.74410e+03	1.80000e+02	3.23178e-05	6.96354e-04	6.65041e+01	1.43297e+03	1.39039e-06	6.35578e-08	2.15470e+01	-4.64101e-02
1.34830e+03	1.80000e+02	2.11537e-05	5.40414e-04	7.23215e+01	1.84760e+03	1.38588e-06	5.34978e-08	2.55471e+01	-3.91434e-02
1.04230e+03	1.80000e+02	1.40396e-05	4.19586e-04	7.96572e+01	2.38063e+03	1.38043e-06	4.56100e-08	2.98860e+01	-3.34605e-02
8.05800e+02	1.80000e+02	9.44001e-06	3.25216e-04	8.91789e+01	3.07229e+03	1.37727e-06	3.95295e-08	3.44508e+01	-2.90269e-02
6.22940e+02	1.80000e+02	6.47332e-06	2.52244e-04	1.01671e+02	3.96180e+03	1.37299e-06	3.48885e-08	3.89667e+01	-2.56629e-02
4.81580e+02	1.80000e+02	4.53254e-06	1.95592e-04	1.18415e+02	5.10994e+03	1.36903e-06	3.14573e-08	4.31528e+01	-2.31734e-02
3.72300e+02	1.80000e+02	3.24636e-06	1.51583e-04	1.41220e+02	6.59402e+03	1.36575e-06	2.90424e-08	4.66932e+01	-2.14164e-02
2.87820e+02	1.80000e+02	2.41297e-06	1.17750e-04	1.73961e+02	8.48903e+03	1.35928e-06	2.76947e-08	4.87986e+01	-2.04924e-02
2.22500e+02	1.80000e+02	1.80789e-06	9.12266e-05	2.17149e+02	1.09574e+04	1.35634e-06	2.67555e-08	5.04603e+01	-1.98176e-02
1.72010e+02	1.80000e+02	1.38950e-06	7.07502e-05	2.77483e+02	1.41288e+04	1.35203e-06	2.64577e-08	5.09176e+01	-1.96396e-02
1.32980e+02	1.80000e+02	1.08984e-06	5.47896e-05	3.62906e+02	1.82444e+04	1.34973e-06	2.67738e-08	5.02732e+01	-1.98913e-02
1.02800e+02	1.80000e+02	8.71968e-07	4.24526e-05	4.83626e+02	2.35458e+04	1.34659e-06	2.76015e-08	4.86859e+01	-2.05398e-02
7.94740e+01	1.80000e+02	7.09897e-07	3.29107e-05	6.55119e+02	3.03712e+04	1.34281e-06	2.89209e-08	4.63597e+01	-2.15704e-02
6.14400e+01	1.80000e+02	5.85244e-07	2.55124e-05	8.98680e+02	3.91760e+04	1.33906e-06	3.06833e-08	4.35928e+01	-2.29396e-02
4.74970e+01	1.80000e+02	4.87269e-07	1.97693e-05	1.24601e+03	5.05528e+04	1.33580e-06	3.28980e-08	4.05716e+01	-2.46478e-02
3.67190e+01	1.80000e+02	4.09657e-07	1.53416e-05	1.73929e+03	6.51360e+04	1.33058e-06	3.55093e-08	3.74497e+01	-2.67025e-02
2.83870e+01	1.80000e+02	3.46318e-07	1.19037e-05	2.44201e+03	8.39368e+04	1.32556e-06	3.85494e-08	3.43721e+01	-2.90934e-02
2.19450e+01	1.80000e+02	2.94510e-07	9.23581e-06	3.44913e+03	1.08164e+05	1.32053e-06	4.20967e-08	3.13599e+01	-3.18879e-02
1.69650e+01	1.80000e+02	2.51648e-07	7.16928e-06	4.88998e+03	1.39312e+05	1.31484e-06	4.61425e-08	2.84893e+01	-3.51008e-02
1.31150e+01	1.80000e+02	2.16056e-07	5.57219e-06	6.94803e+03	1.79193e+05	1.30743e-06	5.06870e-08	2.57905e+01	-3.87739e-02
1.01390e+01	1.80000e+02	1.86309e-07	4.33115e-06	9.91345e+03	2.30459e+05	1.29993e-06	5.59121e-08	2.32471e+01	-4.30161e-02
7.83830e+00	1.80000e+02	1.61620e-07	3.37208e-06	1.41809e+04	2.95873e+05	1.29020e-06	6.18336e-08	2.08642e+01	-4.79290e-02
6.05960e+00	1.80000e+02	1.40900e-07	2.62616e-06	2.03713e+04	3.79691e+05	1.27998e-06	6.86705e-08	1.86385e+01	-5.36524e-02
4.68460e+00	1.80000e+02	1.23244e-07	2.04596e-06	2.93360e+04	4.87002e+05	1.26921e-06	7.64518e-08	1.66008e+01	-6.02380e-02
3.62150e+00	1.80000e+02	1.08193e-07	1.59573e-06	4.22947e+04	6.23804e+05	1.25680e-06	8.52106e-08	1.47490e+01	-6.78013e-02
2.79970e+00	1.80000e+02	9.52259e-08	1.24614e-06	6.09665e+04	7.97818e+05	1.24264e-06	9.49566e-08	1.30862e+01	-7.64166e-02
2.16440e+00	1.80000e+02	8.40404e-08	9.74115e-07	8.79117e+04	1.01899e+06	1.22698e-06	1.05854e-07	1.15910e+01	-8.62735e-02
1.67320e+00	1.80000e+02	7.39043e-08	7.62218e-07	1.26023e+05	1.29974e+06	1.20986e-06	1.17306e-07	1.03136e+01	-9.69596e-02
1.29350e+00	1.80000e+02	6.58080e-08	5.99008e-07	1.81219e+05	1.64952e+06	1.18701e-06	1.30406e-07	9.10235e+00	-1.09862e-01
1.00000e+00	1.80000e+02	5.79151e-08	4.70460e-07	2.57759e+05	2.09385e+06	1.16486e-06	1.43397e-07	8.12328e+00	-1.23103e-01
3.00000e+05	1.75000e+02	2.83259e-02	9.07409e-03	3.20177e+01	1.02567e+01	1.71183e-06	5.17678e-06	3.20346e-01	-3.12162e+00
2.31920e+05	1.75000e+02	2.67536e-02	1.01808e-02	3.26501e+01	1.24247e+01	1.60307e-06	4.08359e-06	3.80540e-01	-2.62784e+00
1.79290e+05	1.75000e+02	2.48666e-02	1.12890e-02	3.33427e+01	1.51370e+01	1.50982e-06	3.22598e-06	4.53983e-01	-2.20273e+00
1.38610e+05	1.75000e+02	2.26796e-02	1.22945e-02	3.40781e+01	1.84735e+01	1.42454e-06	2.55073e-06	5.42094e-01	-1.84470e+00
1.07150e+05	1.75000e+02	2.00980e-02	1.31171e-02	3.48931e+01	2.27732e+01	1.35752e-06	2.02038e-06	6.52658e-01	-1.53220e+00
8.28380e+04	1.75000e+02	1.72185e-02	1.35963e-02	3.57724e+01	2.82470e+01	1.30176e-06	1.60248e-06	7.89631e-01	-1.26641e+00
6.40400e+04	1.75000e+02	1.41862e-02	1.36071e-02	3.67136e+01	3.52151e+01	1.25461e-06	1.27237e-06	9.59183e-01	-1.04255e+00
4.95080e+04	1.75000e+02	1.12403e-02	1.31378e-02	3.75997e+01	4.39470e+01	1.21041e-06	1.00805e-06	1.16881e+00	-8.55569e-01
3.82730e+04	1.75000e+02	8.45949e-03	1.21080e-02	3.87754e+01	5.54989e+01	1.18170e-06	8.04324e-07	1.43129e+00	-6.98670e-01
2.95880e+04	1.75000e+02	6.14280e-03	1.07850e-02	3.98753e+01	7.00096e+01	1.15240e-06	6.39909e-07	1.75572e+00	-5.69568e-01
2.28740e+04	1.75000e+02	4.29792e-03	9.28480e-03	4.10579e+01	8.86973e+01	1.12871e-06	5.09752e-07	2.16030e+00	-4.62899e-01
1.76830e+04	1.75000e+02	2.91150e-03	7.76636e-03	4.23225e+01	1.12894e+02	1.11060e-06	4.06510e-07	2.66748e+00	-3.74886e-01
1.36710e+04	1.75000e+02	1.92639e-03	6.35678e-03	4.36628e+01	1.44081e+02	1.09581e-06	3.24473e-07	3.29985e+00	-3.03044e-01
1.05680e+04	1.75000e+02	1.25542e-03	5.12365e-03	4.51138e+01	1.84119e+02	1.08248e-06	2.59356e-07	4.08122e+00	-2.45025e-01
8.17010e+03	1.75000e+02	8.08451e-04	4.08256e-03	4.66748e+01	2.35701e+02	1.07132e-06	2.07603e-07	5.04986e+00	-1.98025e-01
6.31610e+03	1.75000e+02	5.16555e-04	3.22525e-03	4.84161e+01	3.02299e+02	1.06222e-06	1.66611e-07	6.24377e+00	-1.60160e-01
4.88290e+03	1.75000e+02	3.28309e-04	2.53034e-03	5.04282e+01	3.88660e+02	1.05579e-06	1.34271e-07	7.70720e+00	-1.29749e-01
3.77480e+03	1.75000e+02	2.08897e-04	1.98008e-03	5.26939e+01	4.99471e+02	1.04890e-06	1.08558e-07	9.47873e+00	-1.05499e-01
2.91820e+03	1.75000e+02	1.33096e-04	1.54401e-03	5.54178e+01	6.42888e+02	1.04371e-06	8.83457e-08	1.16007e+01	-8.62014e-02
2.25600e+03	1.75000e+02	8.51034e-05	1.20172e-03	5.86366e+01	8.27989e+02	1.03918e-06	7.23380e-08	1.41207e+01	-7.08181e-02
1.74410e+03	1.75000e+02	5.48039e-05	9.34652e-04	6.25202e+01	1.06625e+03	1.03457e-06	5.96923e-08	1.70545e+01	-5.86356e-02
1.34830e+03	1.75000e+02	3.55244e-05	7.25702e-04	6.72931e+01	1.37468e+03	1.03114e-06	4.97261e-08	2.04283e+01	-4.89517e-02
1.04230e+03	1.75000e+02	2.32598e-05	5.63210e-04	7.32022e+01	1.77251e+03	1.02781e-06	4.18670e-08	2.42139e+01	-4.12985e-02
8.05800e+02	1.75000e+02	1.54289e-05	4.37120e-04	8.06478e+01	2.28485e+03	1.02427e-06	3.57051e-08	2.83313e+01	-3.52967e-02
6.22940e+02	1.75000e+02	1.03701e-05	3.38836e-04	9.02394e+01	2.94852e+03	1.02183e-06	3.09266e-08	3.26744e+01	-3.06050e-02
4.81580e+02	1.75000e+02	7.09517e-06	2.62603e-04	1.02813e+02	3.80525e+03	1.01949e-06	2.72772e-08	3.70115e+01	-2.70186e-02
3.72300e+02	1.75000e+02	4.95460e-06	2.03491e-04	1.19581e+02	4.91132e+03	1.01723e-06	2.45605e-08	4.10711e+01	-2.43480e-02
2.87820e+02	1.75000e+02	3.54221e-06	1.57753e-04	1.42266e+02	6.33582e+03	1.01450e-06	2.26197e-08	4.45352e+01	-2.24541e-02
2.22500e+02	1.75000e+02	2.62134e-06	1.22585e-04	1.74363e+02	8.15391e+03	1.00931e-06	2.14593e-08	4.67640e+01	-2.13840e-02
1.72010e+02	1.75000e+02	1.95542e-06	9.49727e-05	2.16700e+02	1.05249e+04	1.00716e-06	2.06411e-08	4.85689e+01	-2.05893e-02
1.32980e+02	1.75000e+02	1.49674e-06	7.36374e-05	2.75911e+02	1.35744e+04	1.00424e-06	2.03380e-08	4.91985e+01	-2.03258e-02
1.02800e+02	1.75000e+02	1.17056e-06	5.70806e-05	3.59117e+02	1.75117e+04	1.00150e-06	2.04808e-08	4.87634e+01	-2.05072e-02
7.94740e+01	1.75000e+02	9.33132e-07	4.42679e-05	4.75961e+02	2.25797e+04	9.98326e-07	2.09997e-08	4.74402e+01	-2.10792e-02
6.14400e+01	1.75000e+02	7.55443e-07	3.43262e-05	6.40827e+02	2.91182e+04	9.95279e-07	2.18697e-08	4.54385e+01	-2.20078e-02
4.74970e+01	1.75000e+02	6.19068e-07	2.66120e-05	8.73675e+02	3.75568e+04	9.92393e-07	2.30594e-08	4.29871e+01	-2.32628e-02
3.67190e+01	1.75000e+02	5.12430e-07	2.06315e-05	1.20312e+03	4.84398e+04	9.89515e-07	2.45565e-08	4.02620e+01	-2.48373e-02
2.83870e+01	1.75000e+02	4.27588e-07	1.60072e-05	1.66757e+03	6.24273e+04	9.85878e-07	2.63192e-08	3.74361e+01	-2.67122e-02
2.19450e+01	1.75000e+02	3.59364e-07	1.24247e-05	2.32594e+03	8.04174e+04	9.81782e-07	2.83842e-08	3.45742e+01	-2.89233e-02
1.69650e+01	1.75000e+02	3.03739e-07	9.64846e-06	3.25952e+03	1.03541e+05	9.77226e-07	3.07542e-08	3.17656e+01	-3.14806e-02
1.31150e+01	1.75000e+02	2.57859e-07	7.49396e-06	4.58612e+03	1.33283e+05	9.72461e-07	3.34540e-08	2.90623e+01	-3.44089e-02
1.01390e+01	1.75000e+02	2.20377e-07	5.82324e-06	6.48956e+03	1.71480e+05	9.67249e-07	3.65993e-08	2.64240e+01	-3.78444e-02
7.83830e+00	1.75000e+02	1.89349e-07	4.52948e-06	9.21314e+03	2.20391e+05	9.61046e-07	4.01709e-08	2.39213e+01	-4.18037e-02
6.05960e+00	1.75000e+02	1.63706e-07	3.52426e-06	1.31521e+04	2.83137e+05	9.54486e-07	4.43338e-08	2.15279e+01	-4.64513e-02
4.68460e+00	1.75000e+02	1.42460e-07	2.74545e-06	1.88495e+04	3.63261e+05	9.46717e-07	4.91222e-08	1.92717e+01	-5.18896e-02
3.62150e+00	1.75000e+02	1.24647e-07	2.14088e-06	2.71036e+04	4.65520e+05	9.37898e-07	5.46046e-08	1.71756e+01	-5.82223e-02
2.79970e+00	1.75000e+02	1.09751e-07	1.67171e-06	3.91034e+04	5.95621e+05	9.27707e-07	6.09038e-08	1.52319e+01	-6.56515e-02
2.16440e+00	1.75000e+02	9.70958e-08	1.30619e-06	5.65971e+04	7.61378e+05	9.16785e-07	6.81481e-08	1.34526e+01	-7.43351e-02
1.67320e+00	1.75000e+02	8.58045e-08	1.02187e-06	8.15955e+04	9.71745e+05	9.04543e-07	7.59517e-08	1.19093e+01	-8.39680e-02
1.29350e+00	1.75000e+02	7.69685e-08	8.02088e-07	1.18546e+05	1.23537e+06	8.88982e-07	8.53061e-08	1.04210e+01	-9.59601e-02
1.00000e+00	1.75000e+02	6.83883e-08	6.29264e-07	1.70693e+05	1.57061e+06	8.73770e-07	9.49606e-08	9.20133e+00	-1.08680e-01
3.00000e+05	1.70000e+02	2.99464e-02	7.81534e-03	3.12637e+01	8.15911e+00	1.36174e-06	5.05094e-06	2.60978e-01	-3.83175e+00
2.31920e+05	1.70000e+02	2.86849e-02	8.85709e-03	3.18272e+01	9.82736e+00	1.26796e-06	3.97742e-06	3.08772e-01	-3.23863e+00
1.79290e+05	1.70000e+02	2.71630e-02	9.96410e-03	3.24485e+01	1.19030e+01	1.18725e-06	3.13679e-06	3.66827e-01	-2.72608e+00
1.38610e+05	1.70000e+02	2.53343e-02	1.10899e-02	3.31249e+01	1.45001e+01	1.11814e-06	2.47723e-06	4.37742e-01	-2.28445e+00
1.07150e+05	1.70000e+02	2.31502e-02	1.21515e-02	3.38655e+01	1.77760e+01	1.05963e-06	1.95913e-06	5.24900e-01	-1.90513e+00
8.28380e+04	1.70000e+02	2.06148e-02	1.30263e-02	3.46668e+01	2.19057e+01	1.00952e-06	1.55153e-06	6.31892e-01	-1.58255e+00
6.40400e+04	1.70000e+02	1.77644e-02	1.35757e-02	3.55378e+01	2.71583e+01	9.67571e-07	1.23048e-06	7.64208e-01	-1.30854e+00
4.95080e+04	1.70000e+02	1.47321e-02	1.36701e-02	3.64742e+01	3.38447e+01	9.32170e-07	9.77050e-07	9.27909e-01	-1.07769e+00
3.82730e+04	1.70000e+02	1.17109e-02	1.32431e-02	3.74719e+01	4.23747e+01	9.02252e-07	7.76569e-07	1.13084e+00	-8.84300e-01
2.95880e+04	1.70000e+02	8.90356e-03	1.23177e-02	3.85436e+01	5.33236e+01	8.77736e-07	6.17989e-07	1.38346e+00	-7.22825e-01
2.28740e+04	1.70000e+02	6.49159e-03	1.10201e-02	3.96839e+01	6.73670e+01	8.57272e-07	4.92269e-07	1.69759e+00	-5.89071e-01
1.76830e+04	1.70000e+02	4.56153e-03	9.52869e-03	4.08726e+01	8.53798e+01	8.39925e-07	3.92247e-07	2.08893e+00	-4.78715e-01
1.36710e+04	1.70000e+02	3.11034e-03	8.00628e-03	4.21600e+01	1.08523e+02	8.25378e-07	3.13043e-07	2.57409e+00	-3.88488e-01
1.05680e+04	1.70000e+02	2.07564e-03	6.58713e-03	4.35158e+01	1.38099e+02	8.11919e-07	2.49961e-07	3.17354e+00	-3.15105e-01
8.17010e+03	1.70000e+02	1.35898e-03	5.32473e-03	4.49999e+01	1.76318e+02	8.01408e-07	1.99990e-07	3.91819e+00	-2.55220e-01
6.31610e+03	1.70000e+02	8.77341e-04	4.24869e-03	4.66147e+01	2.25741e+02	7.93210e-07	1.60282e-07	4.84269e+00	-2.06497e-01
4.88290e+03	1.70000e+02	5.62335e-04	3.36038e-03	4.84423e+01	2.89479e+02	7.86365e-07	1.28876e-07	5.97575e+00	-1.67343e-01
3.77480e+03	1.70000e+02	3.59223e-04	2.64349e-03	5.04735e+01	3.71430e+02	7.80009e-07	1.03895e-07	7.35890e+00	-1.35890e-01
2.91820e+03	1.70000e+02	2.28978e-04	2.06929e-03	5.28283e+01	4.77412e+02	7.75065e-07	8.41416e-08	9.03707e+00	-1.10655e-01
2.25600e+03	1.70000e+02	1.46257e-04	1.61492e-03	5.56243e+01	6.14187e+02	7.70848e-07	6.85574e-08	1.10417e+01	-9.05657e-02
1.74410e+03	1.70000e+02	9.38520e-05	1.25855e-03	5.89244e+01	7.90172e+02	7.66694e-07	5.62033e-08	1.34099e+01	-7.45716e-02
1.34830e+03	1.70000e+02	6.05297e-05	9.79121e-04	6.28984e+01	1.01744e+03	7.63173e-07	4.64296e-08	1.61759e+01	-6.18205e-02
1.04230e+03	1.70000e+02	3.93284e-05	7.60853e-04	6.77557e+01	1.31081e+03	7.60086e-07	3.87089e-08	1.93462e+01	-5.16898e-02
8.05800e+02	1.70000e+02	2.58341e-05	5.91437e-04	7.37137e+01	1.68758e+03	7.56520e-07	3.25966e-08	2.28937e+01	-4.36802e-02
6.22940e+02	1.70000e+02	1.71508e-05	4.59301e-04	8.11865e+01	2.17419e+03	7.53482e-07	2.77892e-08	2.67802e+01	-3.73410e-02
4.81580e+02	1.70000e+02	1.15432e-05	3.56393e-04	9.07848e+01	2.80295e+03	7.50954e-07	2.40547e-08	3.08747e+01	-3.23890e-02
3.72300e+02	1.70000e+02	7.89934e-06	2.76436e-04	1.03287e+02	3.61452e+03	7.48640e-07	2.11857e-08	3.49948e+01	-2.85756e-02
2.87820e+02	1.70000e+02	5.51552e-06	2.14428e-04	1.19877e+02	4.66048e+03	7.46244e-07	1.90348e-08	3.88772e+01	-2.57220e-02
2.22500e+02	1.70000e+02	3.93475e-06	1.66223e-04	1.42329e+02	6.01265e+03	7.44261e-07	1.74941e-08	4.22448e+01	-2.36716e-02
1.72010e+02	1.70000e+02	2.89587e-06	1.29109e-04	1.73638e+02	7.74148e+03	7.40810e-07	1.65204e-08	4.45839e+01	-2.24296e-02
1.32980e+02	1.70000e+02	2.15472e-06	1.00056e-04	2.15133e+02	9.98980e+03	7.39048e-07	1.58416e-08	4.64355e+01	-2.15352e-02
1.02800e+02	1.70000e+02	1.64285e-06	7.75255e-05	2.73221e+02	1.28932e+04	7.37365e-07	1.55684e-08	4.71896e+01	-2.11911e-02
7.94740e+01	1.70000e+02	1.28109e-06	6.01191e-05	3.54290e+02	1.66261e+04	7.35097e-07	1.56202e-08	4.69279e+01	-2.13093e-02
6.14400e+01	1.70000e+02	1.01759e-06	4.66293e-05	4.67785e+02	2.14355e+04	7.32680e-07	1.59550e-08	4.58235e+01	-2.18229e-02
4.74970e+01	1.70000e+02	8.20318e-07	3.61525e-05	6.27310e+02	2.76464e+04	7.30522e-07	1.65495e-08	4.40713e+01	-2.26905e-02
3.67190e+01	1.70000e+02	6.69025e-07	2.80416e-05	8.50333e+02	3.56410e+04	7.28064e-07	1.73499e-08	4.19142e+01	-2.38583e-02
2.83870e+01	1.70000e+02	5.50974e-07	2.17537e-05	1.16356e+03	4.59398e+04	7.25500e-07	1.83596e-08	3.94822e+01	-2.53279e-02
2.19450e+01	1.70000e+02	4.57429e-07	1.68739e-05	1.60536e+03	5.92195e+04	7.22986e-07	1.95870e-08	3.68886e+01	-2.71086e-02
1.69650e+01	1.70000e+02	3.82027e-07	1.30892e-05	2.22791e+03	7.63338e+04	7.20443e-07	2.10177e-08	3.42625e+01	-2.91864e-02
1.31150e+01	1.70000e+02	3.21006e-07	1.01598e-05	3.10680e+03	9.83294e+04	7.17432e-07	2.26606e-08	3.16497e+01	-3.15958e-02
1.01390e+01	1.70000e+02	2.71190e-07	7.88987e-06	4.35132e+03	1.26595e+05	7.14071e-07	2.45384e-08	2.90935e+01	-3.43719e-02
7.83830e+00	1.70000e+02	2.30705e-07	6.13358e-06	6.12371e+03	1.62807e+05	7.09943e-07	2.66990e-08	2.65863e+01	-3.76134e-02
6.05960e+00	1.70000e+02	1.97306e-07	4.76805e-06	8.66394e+03	2.09371e+05	7.05812e-07	2.92037e-08	2.41658e+01	-4.13808e-02
